itin_id,field,old_value,new_value,source_url,retrieved_at,literal_value_seen,confirm_source_url,confirm_retrieved_at,confirm_result,cache_files
i0007,month_price_overrides,2026-11:i507|b740|2026-12:i561|b856|2027-01:i605|b719|2027-02:i554|b759|2027-03:i524|b807|2027-04:i556|b874|2027-05:i605|b839|2027-06:i721|b966|2027-07:i699|b914|2027-08:i469|b720|2027-09:i449|b699|2027-10:i449|b699|2027-11:i450|b700|2027-12:i450|b700|2028-01:i450|b700|2028-02:i562|b874|2028-03:i572|b895|2028-04:i592|b921,2026-11:i507|b821|2026-12:i592|b856|2027-01:i657|b771|2027-02:i554|b759|2027-03:i524|b807|2027-04:i556|b874|2027-05:i605|b839|2027-06:i721|b966|2027-07:i699|b914|2027-08:i469|b720|2027-09:i449|b699|2027-10:i449|b699|2027-11:i450|b700|2027-12:i450|b700|2028-01:i450|b700|2028-02:i562|b874|2028-03:i572|b895|2028-04:i592|b921,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"2026-11: INTERIOR 506.59, BALCONY 820.99 (min of 2 sailings); 2026-12: INTERIOR 591.62, BALCONY 856.12 (min of 3 sailings); 2027-01: INTERIOR 656.76, BALCONY 771.26 (min of 2 sailings); 2027-02: INTERIOR 553.76, BALCONY 759.26 (min of 2 sailings); 2027-03: INTERIOR 523.76, BALCONY 806.76 (min of 2 sailings); 2027-04: INTERIOR 555.81, BALCONY 874.31 (min of 2 sailings); 2027-05: INTERIOR 604.81, BALCONY 839.31 (min of 2 sailings); 2027-06: INTERIOR 720.81, BALCONY 966.31 (min of 2 sailings); 2027-07: INTERIOR 699.26, BALCONY 913.76 (min of 3 sailings); 2027-08: INTERIOR 469.05, BALCONY 720.05 (min of 1 sailing); 2027-09: INTERIOR 448.55, BALCONY 699.05 (min of 2 sailings); 2027-10: INTERIOR 448.55, BALCONY 699.05 (min of 2 sailings); 2027-11: INTERIOR 449.5, BALCONY 700 (min of 2 sailings); 2027-12: INTERIOR 449.5, BALCONY 700 (min of 4 sailings); 2028-01: INTERIOR 449.5, BALCONY 700 (min of 3 sailings); 2028-02: INTERIOR 561.78, BALCONY 874.28 (min of 2 sailings); 2028-03: INTERIOR 571.78, BALCONY 894.78 (min of 2 sailings); 2028-04: INTERIOR 592.28, BALCONY 921.28 (min of 1 sailing)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:LB"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:24+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-LB.json
i0007,date_checked,2026-08-02,2026-08-05,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,39 upcoming sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]); values changed,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:LB"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:24+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-LB.json
i0008,month_price_overrides,2026-08:i861|b921|2026-09:i649|b849|2026-10:i484|b732,2026-08:b921|2026-09:i649|b1190|2026-10:i484|b732,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"2026-08: INTERIOR null (not offered), BALCONY 920.64 (min of 2 sailings); 2026-09: INTERIOR 648.93, BALCONY 1189.97 (min of 2 sailings); 2026-10: INTERIOR 484.48, BALCONY 732.48 (min of 3 sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:MA"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:36+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-MA.json
i0008,date_checked,2026-08-02,2026-08-05,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,7 upcoming sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]); values changed,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:MA"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:36+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-MA.json
i0008,notes,"Verified 2026-07-29 royalcaribbean.com cruise search data (pkg MA04W207, 7 sailings); single call at Cozumel; quad occupancy not shown; HOLD: fare unstable at source - 2026-08 interior floor has returned four different values in four official fetches (590.14 on 2026-07-29 11:33, 750.64 on 2026-07-29 18:18, 644.14 on 2026-07-30 16:00, 860.64 on 2026-08-02 12:55 and again on the independent 13:07 ship:MA confirmation). 2026-08-02 re-test: the two fetches AGREE to the cent, but 860.64 is +33.6% on the last confirmed 644.14 in three days, and on the 2026-08-27 sailing the interior fare (860.64) now sits ABOVE that sailing's ocean-view fare (800.64), which is internally inconsistent at the source. Not close enough to clear; marker kept, so the sailing publishes and the number is withheld. Stored values are verified at source today.","Verified 2026-07-29 royalcaribbean.com cruise search data (pkg MA04W207, 7 sailings); single call at Cozumel; quad occupancy not shown; HOLD: fare unstable at source - 2026-08 interior floor has returned four different values in four official fetches (590.14 on 2026-07-29 11:33, 750.64 on 2026-07-29 18:18, 644.14 on 2026-07-30 16:00, 860.64 on 2026-08-02 12:55 and again on the independent 13:07 ship:MA confirmation). 2026-08-02 re-test: the two fetches AGREE to the cent, but 860.64 is +33.6% on the last confirmed 644.14 in three days, and on the 2026-08-27 sailing the interior fare (860.64) now sits ABOVE that sailing's ocean-view fare (800.64), which is internally inconsistent at the source. Not close enough to clear; marker kept, so the sailing publishes and the number is withheld. Stored values are verified at source today. 2026-08-05 re-test (two independent fetches, agree to the cent): the 2026-08 INTERIOR lead-in is now ABSENT at source entirely - both August sailings (08-13, 08-27) return stateroomClass INTERIOR price null, after returning 590.14 / 750.64 / 644.14 / 860.64 on the four previous fetches. August therefore carries a balcony token only and drops out of the interior finder by convention. Separately the 2026-09 BALCONY floor moved 849.97 -> 1189.97 (+40.0%) in three days. Two fresh instabilities on the same row, so the clearing test (today's value close to 860.64) is not met: HOLD marker kept. Stored values are verified at source today.","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"2026-08 sailings 2026-08-13 and 2026-08-27: stateroomClass INTERIOR price null (2026-08-27 OUTSIDE 800.64, BALCONY 920.64; 2026-08-13 BALCONY 1020.74); 2026-09-10 BALCONY 1189.97","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:MA"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:36+05:30,identical in the ship:MA confirmation query,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-MA.json
i0009,price_interior,591,654,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"stateroomClass INTERIOR price.value 654.47 USD (2026-09-20 sailing, lowest of 12 upcoming sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:49+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-SY.json
i0009,month_price_overrides,2026-08:b979|2026-09:i654|b809|2026-10:i693|b756|2027-05:i591|b779|2027-06:i962|b1134|2027-07:i921|b1094,2026-08:b979|2026-09:i654|b849|2026-10:i693|b756|2027-05:i701|b864|2027-06:i962|b1134|2027-07:i921|b1094,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"2026-08: INTERIOR null (not offered), BALCONY 978.84 (min of 2 sailings); 2026-09: INTERIOR 654.47, BALCONY 848.97 (min of 2 sailings); 2026-10: INTERIOR 692.51, BALCONY 756.01 (min of 1 sailing); 2027-05: INTERIOR 701, BALCONY 864 (min of 3 sailings); 2027-06: INTERIOR 961.5, BALCONY 1133.5 (min of 2 sailings); 2027-07: INTERIOR 921, BALCONY 1093.5 (min of 2 sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:49+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-SY.json
i0009,date_checked,2026-08-02,2026-08-05,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,12 upcoming sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]); values changed,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:49+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-SY.json
i0010,price_interior,664,679,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"stateroomClass INTERIOR price.value 678.82 USD (2026-10-18 sailing, lowest of 28 upcoming sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:49+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-SY.json
i0010,price_balcony,714,743,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"stateroomClass BALCONY price.value 742.9 USD (2026-11-29 sailing, lowest of 28 upcoming sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:49+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-SY.json
i0010,month_price_overrides,2026-10:i679|b738|2026-11:i664|b714|2026-12:i700|b797|2027-01:i686|b788|2027-02:i765|b891|2027-03:i844|b965|2027-04:i808|b1001,2026-10:i679|b799|2026-11:i682|b743|2026-12:i700|b797|2027-01:i686|b788|2027-02:i765|b908|2027-03:i844|b877|2027-04:i808|b1001,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"2026-10: INTERIOR 678.82, BALCONY 798.82 (min of 2 sailings); 2026-11: INTERIOR 682.4, BALCONY 742.9 (min of 5 sailings); 2026-12: INTERIOR 699.9, BALCONY 796.9 (min of 4 sailings); 2027-01: INTERIOR 685.98, BALCONY 787.98 (min of 5 sailings); 2027-02: INTERIOR 765.44, BALCONY 907.94 (min of 4 sailings); 2027-03: INTERIOR 844.42, BALCONY 876.92 (min of 4 sailings); 2027-04: INTERIOR 807.93, BALCONY 1001.43 (min of 4 sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:49+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-SY.json
i0010,date_checked,2026-08-02,2026-08-05,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,28 upcoming sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]); values changed,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:49+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-SY.json
i0011,month_price_overrides,2026-08:i873|b1077|2026-09:i774|b854|2026-10:i1068|b1066,2026-08:i849|b990|2026-09:i774|b854|2026-10:i1068|b1166,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"2026-08: INTERIOR 849.07, BALCONY 989.57 (min of 1 sailing); 2026-09: INTERIOR 773.57, BALCONY 853.57 (min of 1 sailing); 2026-10: INTERIOR 1068.2, BALCONY 1165.7 (min of 1 sailing)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:49+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-SY.json
i0011,date_checked,2026-08-02,2026-08-05,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,3 upcoming sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]); values changed,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:49+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-SY.json
i0012,date_checked,2026-08-02,2026-08-05,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,1 upcoming sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]); all price fields re-verified unchanged,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:LB"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:24+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-LB.json
i0013,date_checked,2026-08-02,2026-08-05,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,2 upcoming sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]); all price fields re-verified unchanged,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:LB"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:24+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-LB.json
i0014,price_interior,927,844,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"stateroomClass INTERIOR price.value 843.61 USD (2026-12-21 sailing, lowest of 1 upcoming sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:LB"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:24+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-LB.json
i0014,price_balcony,1130,1026,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"stateroomClass BALCONY price.value 1025.61 USD (2026-12-21 sailing, lowest of 1 upcoming sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:LB"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:24+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-LB.json
i0014,month_price_overrides,2026-12:i927|b1130,2026-12:i844|b1026,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"2026-12: INTERIOR 843.61, BALCONY 1025.61 (min of 1 sailing)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:LB"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:24+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-LB.json
i0014,date_checked,2026-08-02,2026-08-05,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,1 upcoming sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]); values changed,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:LB"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:24+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-LB.json
i0015,price_interior,875,849,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-05T18:55:33+05:30,"stateroomClass INTERIOR price.value 849.23 USD (2026-09-26 sailing, lowest of 9 upcoming sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:100,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-05T18:56:49+05:30,agrees to the cent,lp-system/out/cache/2026-08-05/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-05/graph-confirm-ship-SY.json
