itin_id,field,old_value,new_value,source_url,retrieved_at,literal_value_seen,confirm_source_url,confirm_retrieved_at,confirm_result,cache_files
i0006,date_checked,2026-08-05,2026-08-10,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,70 upcoming GAL sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]),"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:LB"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:10+05:30,"agrees to the cent (same 70 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-LB.json
i0007,month_price_overrides,2026-11:i507|b821|2026-12:i592|b856|2027-01:i657|b771|2027-02:i554|b759|2027-03:i524|b807|2027-04:i556|b874|2027-05:i605|b839|2027-06:i721|b966|2027-07:i699|b914|2027-08:i469|b720|2027-09:i449|b699|2027-10:i449|b699|2027-11:i450|b700|2027-12:i450|b700|2028-01:i450|b700|2028-02:i562|b874|2028-03:i572|b895|2028-04:i592|b921,2026-11:i483|b821|2026-12:i592|b856|2027-01:i657|b771|2027-02:i554|b759|2027-03:i524|b807|2027-04:i556|b874|2027-05:i605|b839|2027-06:i721|b966|2027-07:i699|b914|2027-08:i469|b720|2027-09:i449|b699|2027-10:i449|b699|2027-11:i450|b700|2027-12:i450|b700|2028-01:i450|b700|2028-02:i562|b874|2028-03:i572|b895|2028-04:i592|b921,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,"2026-11: INTERIOR 483.09, BALCONY 820.99 (min of 2 sailings); 2026-12: INTERIOR 591.62, BALCONY 856.12 (min of 3 sailings); 2027-01: INTERIOR 656.76, BALCONY 771.26 (min of 2 sailings); 2027-02: INTERIOR 553.76, BALCONY 759.26 (min of 2 sailings); 2027-03: INTERIOR 523.76, BALCONY 806.76 (min of 2 sailings); 2027-04: INTERIOR 555.81, BALCONY 874.31 (min of 2 sailings); 2027-05: INTERIOR 604.81, BALCONY 839.31 (min of 2 sailings); 2027-06: INTERIOR 720.81, BALCONY 966.31 (min of 2 sailings); 2027-07: INTERIOR 699.26, BALCONY 913.76 (min of 3 sailings); 2027-08: INTERIOR 469.05, BALCONY 720.05 (min of 1 sailing); 2027-09: INTERIOR 448.55, BALCONY 699.05 (min of 2 sailings); 2027-10: INTERIOR 448.55, BALCONY 699.05 (min of 2 sailings); 2027-11: INTERIOR 449.50, BALCONY 700.00 (min of 2 sailings); 2027-12: INTERIOR 449.50, BALCONY 700.00 (min of 4 sailings); 2028-01: INTERIOR 449.50, BALCONY 700.00 (min of 3 sailings); 2028-02: INTERIOR 561.78, BALCONY 874.28 (min of 2 sailings); 2028-03: INTERIOR 571.78, BALCONY 894.78 (min of 2 sailings); 2028-04: INTERIOR 592.28, BALCONY 921.28 (min of 1 sailing)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:LB"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:10+05:30,"agrees to the cent (same 39 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-LB.json
i0007,date_checked,2026-08-05,2026-08-10,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,39 upcoming GAL sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]),"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:LB"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:10+05:30,"agrees to the cent (same 39 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-LB.json
i0008,month_price_overrides,2026-08:b921|2026-09:i649|b1190|2026-10:i484|b732,2026-08:i872|b1031|2026-09:i649|b835|2026-10:i484|b732,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,"2026-08: INTERIOR 871.74, BALCONY 1030.64 (min of 2 sailings); 2026-09: INTERIOR 648.93, BALCONY 835.47 (min of 2 sailings); 2026-10: INTERIOR 484.48, BALCONY 732.48 (min of 3 sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:MA"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:15+05:30,"agrees to the cent (same 7 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-MA.json
i0008,notes,"Verified 2026-07-29 royalcaribbean.com cruise search data (pkg MA04W207, 7 sailings); single call at Cozumel; quad occupancy not shown; HOLD: fare unstable at source - 2026-08 interior floor has returned four different values in four official fetches (590.14 on 2026-07-29 11:33, 750.64 on 2026-07-29 18:18, 644.14 on 2026-07-30 16:00, 860.64 on 2026-08-02 12:55 and again on the independent 13:07 ship:MA confirmation). 2026-08-02 re-test: the two fetches AGREE to the cent, but 860.64 is +33.6% on the last confirmed 644.14 in three days, and on the 2026-08-27 sailing the interior fare (860.64) now sits ABOVE that sailing's ocean-view fare (800.64), which is internally inconsistent at the source. Not close enough to clear; marker kept, so the sailing publishes and the number is withheld. Stored values are verified at source today. | 2026-08-05: both Aug sailings now return INTERIOR null at source (after 590/751/644/861 across four fetches) and 2026-09 balcony +40%. HOLD kept.","Verified 2026-07-29 royalcaribbean.com cruise search data (pkg MA04W207, 7 sailings); single call at Cozumel; quad occupancy not shown. Price-stability watch 2026-07-29 to 2026-08-05: the 2026-08 interior floor came back 590.14, 750.64, 644.14 then 860.64 across four official fetches and on 2026-08-05 vanished entirely (interior null on both Aug sailings), so the fare was withheld from publication. 2026-08-10 re-test: interior is back at 871.74 on the 2026-08-13 sailing, both independent fetches agree to the cent, and it sits 1.3% above the last real reading of 860.64. The 2026-08-27 sailing now offers no interior at all and its remaining fares run ocean-view 800.64 below balcony 1030.64, so the earlier internal inconsistency at source is resolved. Price-stability marker cleared 2026-08-10; the fare prints again. Separately 2026-09 balcony fell 1190 to 835.47 (-29.8%) - a genuine move, both fetches agree.","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,evidence recorded in the row's own notes field; see new_value,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:MA"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:15+05:30,"agrees to the cent (same 7 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-MA.json
i0008,date_checked,2026-08-05,2026-08-10,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,7 upcoming GAL sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]),"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:MA"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:15+05:30,"agrees to the cent (same 7 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-MA.json
i0009,month_price_overrides,2026-08:b979|2026-09:i654|b849|2026-10:i693|b756|2027-05:i701|b864|2027-06:i962|b1134|2027-07:i921|b1094,2026-09:i654|b790|2026-10:i693|b756|2027-05:i701|b864|2027-06:i962|b1134|2027-07:i921|b1094,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,"2026-08: INTERIOR null (not offered), BALCONY null (not offered) (min of 1 sailing); 2026-09: INTERIOR 654.47, BALCONY 789.97 (min of 2 sailings); 2026-10: INTERIOR 692.51, BALCONY 756.01 (min of 1 sailing); 2027-05: INTERIOR 701.00, BALCONY 864.00 (min of 3 sailings); 2027-06: INTERIOR 961.50, BALCONY 1133.50 (min of 2 sailings); 2027-07: INTERIOR 921.00, BALCONY 1093.50 (min of 2 sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:19+05:30,"agrees to the cent (same 11 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-SY.json
i0009,sail_months,2026-08;2026-09;2026-10;2027-05;2027-06;2027-07,2026-09;2026-10;2027-05;2027-06;2027-07,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,"upcoming GAL sailings by month: 2026-08 x1; 2026-09 x2; 2026-10 x1; 2027-05 x3; 2027-06 x2; 2027-07 x2 (2026-08 carries a sailing on 2026-08-23 whose INTERIOR, OUTSIDE and BALCONY prices are all null; only a suite price is returned)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:19+05:30,"agrees to the cent (same 11 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-SY.json
i0009,notes,"Verified 2026-07-29 royalcaribbean.com cruise search data (pkg SY06W287, 12 sailings); ports Costa Maya, Roatan, Cozumel; quad occupancy not shown","Verified 2026-07-29 royalcaribbean.com cruise search data (pkg SY06W287, 12 sailings); ports Costa Maya, Roatan, Cozumel; quad occupancy not shown | 2026-08-10: the 2026-08-23 sailing still exists at source but returns NO interior, NO ocean-view and NO balcony fare (suite only), so 2026-08 is dropped from sail_months and from the overrides rather than inheriting the row default interior; re-add when a fare returns.","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,evidence recorded in the row's own notes field; see new_value,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:19+05:30,"agrees to the cent (same 11 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-SY.json
i0009,date_checked,2026-08-05,2026-08-10,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,11 upcoming GAL sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]),"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:19+05:30,"agrees to the cent (same 11 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-SY.json
i0010,price_interior,679,637,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,"stateroomClass INTERIOR price.value 637.40 USD (2026-11-29 sailing, lowest of 28 upcoming GAL sailings in this group)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:19+05:30,"agrees to the cent (same 28 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-SY.json
i0010,price_balcony,743,703,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,"stateroomClass BALCONY price.value 702.90 USD (2026-11-29 sailing, lowest of 28 upcoming GAL sailings in this group)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:19+05:30,"agrees to the cent (same 28 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-SY.json
i0010,month_price_overrides,2026-10:i679|b799|2026-11:i682|b743|2026-12:i700|b797|2027-01:i686|b788|2027-02:i765|b908|2027-03:i844|b877|2027-04:i808|b1001,2026-10:i735|b838|2026-11:i637|b703|2026-12:i665|b754|2027-01:i653|b788|2027-02:i765|b891|2027-03:i803|b832|2027-04:i795|b951,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,"2026-10: INTERIOR 735.32, BALCONY 837.80 (min of 2 sailings); 2026-11: INTERIOR 637.40, BALCONY 702.90 (min of 5 sailings); 2026-12: INTERIOR 665.40, BALCONY 753.90 (min of 4 sailings); 2027-01: INTERIOR 653.48, BALCONY 787.98 (min of 5 sailings); 2027-02: INTERIOR 765.44, BALCONY 890.94 (min of 4 sailings); 2027-03: INTERIOR 803.42, BALCONY 832.42 (min of 4 sailings); 2027-04: INTERIOR 794.93, BALCONY 950.93 (min of 4 sailings)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:19+05:30,"agrees to the cent (same 28 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-SY.json
i0010,date_checked,2026-08-05,2026-08-10,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,28 upcoming GAL sailings retrieved from the official cruiseSearch response (taxesAndFeesIncluded=[True]),"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:19+05:30,"agrees to the cent (same 28 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-SY.json
i0011,price_interior,774,769,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,"stateroomClass INTERIOR price.value 769.07 USD (2026-09-12 sailing, lowest of 3 upcoming GAL sailings in this group)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:19+05:30,"agrees to the cent (same 3 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-SY.json
i0011,price_balcony,854,849,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,"stateroomClass BALCONY price.value 849.07 USD (2026-09-12 sailing, lowest of 3 upcoming GAL sailings in this group)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:19+05:30,"agrees to the cent (same 3 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-SY.json
i0011,month_price_overrides,2026-08:i849|b990|2026-09:i774|b854|2026-10:i1068|b1166,2026-08:i849|2026-09:i769|b849|2026-10:i1047|b1126,"https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""departurePort:GAL"" pagination:{count:50,skip:0}",2026-08-10T19:39:34+05:30,"2026-08: INTERIOR 849.07, BALCONY null (not offered) (min of 1 sailing); 2026-09: INTERIOR 769.07, BALCONY 849.07 (min of 1 sailing); 2026-10: INTERIOR 1047.20, BALCONY 1126.20 (min of 1 sailing)","https://www.royalcaribbean.com/graph | POST cruiseSearch filters:""ship:SY"" pagination:{count:200,skip:0} (fleet-wide, filtered client-side to departurePort GAL)",2026-08-10T19:40:19+05:30,"agrees to the cent (same 3 sailings, same month minima, same lead-in fares)",lp-system/out/cache/2026-08-10/graph-departurePort-GAL.json; lp-system/out/cache/2026-08-10/graph-confirm-ship-SY.json
