itin_id,field,old_value,new_value,source,retrieved_at,literal_value_seen
i0007,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=LB04GAL-597171099; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,re-verified at source 2026-07-30T16:00:23
i0008,month_price_overrides,2026-08:i751|b826|2026-09:i603|b857,2026-08:i644|b844|2026-09:i624|b1021,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=MA04GAL-597171001; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,monthly minima: 2026-08: interior 644.14 / balcony 843.64; 2026-09: interior 623.93 / balcony 1021.47; 2026-10: interior 459.48 / balcony 707.48
i0008,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=MA04GAL-597171001; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,re-verified at source 2026-07-30T16:00:23
i0009,price_interior,649,652,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY06GAL-1251154330; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,USD 651.5 (lowest upcoming lead-in across sail months)
i0009,month_price_overrides,2026-08:b1029|2026-09:b849|2026-10:i718|2027-05:i652|b864|2027-06:i962|b1104|2027-07:i921|b1094,2026-08:b1118|2026-09:i679|b849|2026-10:i718|2027-05:b864|2027-06:i962|b1134|2027-07:i921|b1094,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY06GAL-1251154330; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,monthly minima: 2026-08: interior not offered / balcony 1118.34; 2026-09: interior 679.47 / balcony 848.97; 2026-10: interior 717.51 / balcony 806.01; 2027-05: interior 651.5 / balcony 864; 2027-06: interior 961.5 / balcony 1133.5; 2027-07: interior 921 / balcony 1093.5
i0009,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY06GAL-1251154330; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,re-verified at source 2026-07-30T16:00:23
i0010,price_interior,655,679,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY07GAL-3851841824; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,USD 678.82 (lowest upcoming lead-in across sail months)
i0010,price_balcony,737,788,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY07GAL-3851841824; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,USD 787.8 (lowest upcoming lead-in across sail months)
i0010,month_price_overrides,2026-10:i735|b788|2026-11:i675|2026-12:b847|2027-01:i675|b788|2027-02:i765|b908|2027-03:i844|b967|2027-04:i785|b947,2026-11:i707|b793|2026-12:i725|b847|2027-01:i686|2027-02:i765|b908|2027-03:i844|b967|2027-04:i808|b1001,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY07GAL-3851841824; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,monthly minima: 2026-10: interior 678.82 / balcony 787.8; 2026-11: interior 707.4 / balcony 792.9; 2026-12: interior 724.9 / balcony 846.9; 2027-01: interior 685.98 / balcony 787.98; 2027-02: interior 765.44 / balcony 907.94; 2027-03: interior 844.42 / balcony 967.42; 2027-04: interior 807.93 / balcony 1001.43
i0010,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY07GAL-3851841824; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,re-verified at source 2026-07-30T16:00:23
i0011,price_interior,769,799,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY08GAL-3243125536; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,USD 798.57 (lowest upcoming lead-in across sail months)
i0011,price_balcony,904,849,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY08GAL-3243125536; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,USD 849.07 (lowest upcoming lead-in across sail months)
i0011,month_price_overrides,2026-08:i928|b952|2026-10:i1093|b1116,2026-08:i998|2026-09:b904|2026-10:i1093|b1116,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY08GAL-3243125536; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,monthly minima: 2026-08: interior 998.07 / balcony 849.07; 2026-09: interior 798.57 / balcony 903.57; 2026-10: interior 1093.2 / balcony 1115.7
i0011,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY08GAL-3243125536; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,re-verified at source 2026-07-30T16:00:23
i0012,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=LB06GAL-739201255; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,re-verified at source 2026-07-30T16:00:23
i0013,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=LB06GAL-1251154622; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,re-verified at source 2026-07-30T16:00:23
i0014,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=LB05GAL-1143185905; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,re-verified at source 2026-07-30T16:00:23
i0015,month_price_overrides,2026-08:i929|2026-09:b1157|2027-05:i941|b1203|2027-06:i1490|b1493|2027-07:i1381|b1493,2026-08:i999|2026-09:b1157|2027-05:i941|b1203|2027-06:i1490|b1493|2027-07:i1381|b1493,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY08GAL-3078699647; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,monthly minima: 2026-08: interior 999.36 / balcony 1077.36; 2026-09: interior 909.23 / balcony 1156.73; 2027-05: interior 940.7 / balcony 1203.2; 2027-06: interior 1490.2 / balcony 1493.2; 2027-07: interior 1380.7 / balcony 1493.2
i0015,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY08GAL-3078699647; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,re-verified at source 2026-07-30T16:00:23
i0016,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=LB09GAL-4006346939; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,re-verified at source 2026-07-30T16:00:23
i0017,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=IC07GAL-3851841632; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,re-verified at source 2026-07-30T16:00:23
i0018,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=SY10GAL-4021308263; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json,2026-07-30T16:00:23,re-verified at source 2026-07-30T16:00:23
i0008,notes,"Verified 2026-07-29 royalcaribbean.com cruise search data (pkg MA04W207, 7 sailings); single call at Cozumel; quad occupancy not shown","Verified 2026-07-29 royalcaribbean.com cruise search data (pkg MA04W207, 7 sailings); single call at Cozumel; quad occupancy not shown; HOLD: fare unstable at source - 2026-08 interior floor returned three different values in three official fetches (590.14 on 2026-07-29 11:33, 750.64 on 2026-07-29 18:18, 644.14 on 2026-07-30 16:00, the last confirmed twice same day). Today's stored values are verified at source, but this package reprices day to day; qa to arbitrate before it renders under a paid ad.","https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL groupId=MA04GAL-597171001; caches: lp-system/out/cache/2026-07-29/graph-departurePort-GAL.json, .../graph-departurePort-GAL-refetch-i0008.json, lp-system/out/cache/2026-07-30/graph-departurePort-GAL.json",2026-07-30T16:00:23,"2026-08 interior minima across fetches: 590.14, 750.64, 644.14 (2026-08-27 sailing); 2026-09 interior 602.93 -> 623.93, 2026-09 balcony 856.97 -> 1021.47; Aug and Sep sailings still IN the package, not withdrawn"
ALL(i0003-i0018),(confirmation fetch),,no change,https://www.royalcaribbean.com/graph cruiseSearch filters=departurePort:GAL; raw response cached at lp-system/out/cache/2026-07-30/graph-departurePort-GAL-confirm.json,2026-07-30T16:03:15,second independent same-day fetch: all 16 rows recompute to exactly the applied interior/balcony defaults and month overrides (0 mismatches)
o002,end_date,2026-07-31,2026-07-30,https://www.royalcaribbean.com/cruise-deals ; raw page cached at lp-system/out/cache/2026-07-30/cruise-deals.html,2026-07-30T16:03:58,"""endDate"":""2026-07-31T04:00:00.000Z"" and ""contentExpirationDate"":""2026-07-31T04:00:00.000Z"" = midnight ET entering Jul 31, so the last full ET day is Jul 30 (fixes qa p002 audit point 7)"
o002,offer_text,"Flash sale running through July 31: up to $850 off, 3rd and 4th guests sail free, and up to $100 off short getaways","Flash sale ending today: up to $850 off, 3rd and 4th guests sail free, and up to $100 off short getaways",https://www.royalcaribbean.com/cruise-deals ; raw page cached at lp-system/out/cache/2026-07-30/cruise-deals.html,2026-07-30T16:03:58,"perks unchanged at source: ""Up to $850 off"", ""+ 3rd and 4th guests sail free"", ""+ Up to $100 off short getaways""; wording corrected because ""through July 31"" overstated the run by one ET day"
o002,date_checked,2026-07-29,2026-07-30,https://www.royalcaribbean.com/cruise-deals ; raw page cached at lp-system/out/cache/2026-07-30/cruise-deals.html,2026-07-30T16:03:58,"same promotion object still on page, byte-identical: id 6941faeb04944617fc76e6ab, ""title"":""Instant Savings Flash Sale"", startDate 2026-07-28T04:00:00.000Z, endDate 2026-07-31T04:00:00.000Z; no new or replacement offer present"
o001,(re-check),no,no,n/a - retired seed example,2026-07-30T16:03:58,"unchanged; show_banner already no, status retired-example"
