itin_id,slug,field,old_value,new_value,pct_change,queryA_value,queryB_value,queries_agree,literal_value_seen,sailing_id,source_url,retrieved_at,status,note
i0007,4n-west-caribbean-liberty-galveston,month_price_overrides,2026-11:i598|b756|2026-12:i683|b896|2027-01:i604|b737|2027-02:i554|b759|2027-03:i481|b732|2027-04:i556|b874|2027-05:i605|b839|2027-06:i721|b966|2027-07:i699|b914|2027-08:i469|b720|2027-09:i449|b699|2027-10:i449|b699|2027-11:i450|b700|2027-12:i450|b700|2028-01:i450|b700|2028-02:i562|b874|2028-03:i572|b895|2028-04:i592|b921,2026-11:i611|b1248|2026-12:i901|b1069|2027-01:i426|b825|2027-02:i561|b949|2027-03:i599|b949|2027-04:i499|b829|2027-05:i605|b839|2027-06:i721|b966|2027-07:i699|b914|2027-08:i469|b720|2027-09:i449|b699|2027-10:i449|b699|2027-11:i450|b700|2027-12:i450|b700|2028-01:i512|b800|2028-02:i624|b974|2028-03:i634|b995|2028-04:i655|b1021,n/a,,,yes,n/a,18 months re-derived from source,https://www.royalcaribbean.com/itinerary/4-night-western-caribbean-cruise-from-galveston-on-liberty-LB04W201?sailDate=2026-11-05&packageCode=LB04W201&groupId=LB04GAL-597171099&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0008,4n-west-caribbean-mariner-galveston,price_interior,472,319,-32.4%,318.98,318.98,yes,"""price"":{""value"":318.98}","2026-10 floor, 2026-10-26",https://www.royalcaribbean.com/itinerary/4-night-western-caribbean-cruise-from-galveston-on-mariner-MA04W207?sailDate=2026-10-26&packageCode=MA04W207&groupId=MA04GAL-597171001&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:55Z,verified,
i0008,4n-west-caribbean-mariner-galveston,price_balcony,720,499,-30.7%,498.98,498.98,yes,"""price"":{""value"":498.98}","2026-10 floor, 2026-10-26",https://www.royalcaribbean.com/itinerary/4-night-western-caribbean-cruise-from-galveston-on-mariner-MA04W207?sailDate=2026-10-26&packageCode=MA04W207&groupId=MA04GAL-597171001&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:55Z,verified,
i0008,4n-west-caribbean-mariner-galveston,sail_months,2026-08;2026-09;2026-10,2026-09;2026-10,n/a,,,yes,n/a,4 sailings in group MA04GAL-597171001,https://www.royalcaribbean.com/itinerary/4-night-western-caribbean-cruise-from-galveston-on-mariner-MA04W207?sailDate=2026-10-26&packageCode=MA04W207&groupId=MA04GAL-597171001&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:55Z,verified,past/absent months purged
i0008,4n-west-caribbean-mariner-galveston,month_price_overrides,2026-08:i698|b1018|2026-09:i665|b1190|2026-10:i472|b720,2026-09:i1051|b1558|2026-10:i319|b499,n/a,,,yes,n/a,2 months re-derived from source,https://www.royalcaribbean.com/itinerary/4-night-western-caribbean-cruise-from-galveston-on-mariner-MA04W207?sailDate=2026-10-26&packageCode=MA04W207&groupId=MA04GAL-597171001&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:55Z,verified,
i0008,4n-west-caribbean-mariner-galveston,season_note,Mariner sails this route Aug-Oct 2026,Mariner sails this route Sep-Oct 2026,n/a,,,yes,n/a,4 sailings in group MA04GAL-597171001,https://www.royalcaribbean.com/itinerary/4-night-western-caribbean-cruise-from-galveston-on-mariner-MA04W207?sailDate=2026-10-26&packageCode=MA04W207&groupId=MA04GAL-597171001&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:55Z,verified,existing text named a departure window that no longer returns from source
i0009,6n-west-caribbean-symphony-galveston,price_interior,619,691,+11.6%,690.5,690.5,yes,"""price"":{""value"":690.5}","2027-05 floor, 2027-05-02",https://www.royalcaribbean.com/itinerary/6-night-western-caribbean-cruise-from-galveston-on-symphony-SY06W287?sailDate=2026-09-20&packageCode=SY06W287&groupId=SY06GAL-1251154330&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0009,6n-west-caribbean-symphony-galveston,price_balcony,799,797,-0.3%,797,797,yes,"""price"":{""value"":797}","2027-05 floor, 2027-05-02",https://www.royalcaribbean.com/itinerary/6-night-western-caribbean-cruise-from-galveston-on-symphony-SY06W287?sailDate=2026-09-20&packageCode=SY06W287&groupId=SY06GAL-1251154330&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0009,6n-west-caribbean-symphony-galveston,sail_months,2026-08;2026-09;2026-10;2027-05;2027-06;2027-07,2026-10;2027-05;2027-06;2027-07,n/a,,,yes,n/a,8 sailings in group SY06GAL-1251154330,https://www.royalcaribbean.com/itinerary/6-night-western-caribbean-cruise-from-galveston-on-symphony-SY06W287?sailDate=2026-09-20&packageCode=SY06W287&groupId=SY06GAL-1251154330&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,past/absent months purged
i0009,6n-west-caribbean-symphony-galveston,month_price_overrides,2026-08:b1363|2026-09:i619|b799|2026-10:i692|b831|2027-05:i668|b821|2027-06:i962|b1204|2027-07:i921|b1094,2026-10:i844|b951|2027-05:i691|b797|2027-06:i996|b1062|2027-07:i1051|b1084,n/a,,,yes,n/a,4 months re-derived from source,https://www.royalcaribbean.com/itinerary/6-night-western-caribbean-cruise-from-galveston-on-symphony-SY06W287?sailDate=2026-09-20&packageCode=SY06W287&groupId=SY06GAL-1251154330&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0010,7n-west-caribbean-symphony-galveston,price_interior,666,581,-12.8%,581.48,581.48,yes,"""price"":{""value"":581.48}","2027-01 floor, 2027-01-24",https://www.royalcaribbean.com/itinerary/7-night-western-caribbean-cruise-from-galveston-on-symphony-SY07W705?sailDate=2026-12-06&packageCode=SY07W705&groupId=SY07GAL-3851841824&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0010,7n-west-caribbean-symphony-galveston,price_balcony,759,639,-15.8%,639.48,639.48,yes,"""price"":{""value"":639.48}","2027-01 floor, 2027-01-17",https://www.royalcaribbean.com/itinerary/7-night-western-caribbean-cruise-from-galveston-on-symphony-SY07W705?sailDate=2026-12-06&packageCode=SY07W705&groupId=SY07GAL-3851841824&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0010,7n-west-caribbean-symphony-galveston,month_price_overrides,2026-10:i735|b829|2026-11:i670|b768|2026-12:i666|b780|2027-01:i666|b759|2027-02:i761|b854|2027-03:i799|b898|2027-04:i797|b1006,2026-10:i649|b1010|2026-11:i792|b890|2026-12:i808|b963|2027-01:i581|b639|2027-02:i641|b692|2027-03:i726|b838|2027-04:i630|b725,n/a,,,yes,n/a,7 months re-derived from source,https://www.royalcaribbean.com/itinerary/7-night-western-caribbean-cruise-from-galveston-on-symphony-SY07W705?sailDate=2026-12-06&packageCode=SY07W705&groupId=SY07GAL-3851841824&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0011,8n-west-caribbean-perfect-day-symphony-galveston,price_interior,773,944,+22.1%,944.2,944.2,yes,"""price"":{""value"":944.2}","2026-10 floor, 2026-10-10",https://www.royalcaribbean.com/itinerary/8-night-western-caribbean-perfect-day-from-galveston-on-symphony-SY08W063?sailDate=2026-09-12&packageCode=SY08W063&groupId=SY08GAL-3243125536&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0011,8n-west-caribbean-perfect-day-symphony-galveston,price_balcony,1088,,n/a,null,null,yes,"""stateroomClass"":{""id"":""BALCONY""},""price"":null","2026-10, 2026-10-10",https://www.royalcaribbean.com/itinerary/8-night-western-caribbean-perfect-day-from-galveston-on-symphony-SY08W063?sailDate=2026-09-12&packageCode=SY08W063&groupId=SY08GAL-3243125536&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,no balcony fare returned for any sailing in this group; field cleared so no month inherits a default balcony
i0011,8n-west-caribbean-perfect-day-symphony-galveston,sail_months,2026-09;2026-10,2026-10,n/a,,,yes,n/a,1 sailings in group SY08GAL-3243125536,https://www.royalcaribbean.com/itinerary/8-night-western-caribbean-perfect-day-from-galveston-on-symphony-SY08W063?sailDate=2026-09-12&packageCode=SY08W063&groupId=SY08GAL-3243125536&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,past/absent months purged
i0011,8n-west-caribbean-perfect-day-symphony-galveston,month_price_overrides,2026-09:i773|b1088|2026-10:i999|b1151,2026-10:i944,n/a,,,yes,n/a,1 months re-derived from source,https://www.royalcaribbean.com/itinerary/8-night-western-caribbean-perfect-day-from-galveston-on-symphony-SY08W063?sailDate=2026-09-12&packageCode=SY08W063&groupId=SY08GAL-3243125536&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0011,8n-west-caribbean-perfect-day-symphony-galveston,season_note,Two fall 2026 departures only,Single Oct 2026 departure,n/a,,,yes,n/a,1 sailings in group SY08GAL-3243125536,https://www.royalcaribbean.com/itinerary/8-night-western-caribbean-perfect-day-from-galveston-on-symphony-SY08W063?sailDate=2026-09-12&packageCode=SY08W063&groupId=SY08GAL-3243125536&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,existing text named a departure window that no longer returns from source
i0012,6n-west-caribbean-belize-liberty-galveston,price_interior,666,778,+16.8%,778.09,778.09,yes,"""price"":{""value"":778.09}","2028-02 floor, 2028-02-04",https://www.royalcaribbean.com/itinerary/6-night-western-caribbean-cruise-from-galveston-on-liberty-LB06W326?sailDate=2028-02-04&packageCode=LB06W326&groupId=LB06GAL-739201255&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0012,6n-west-caribbean-belize-liberty-galveston,price_balcony,966,1116,+15.5%,1116.09,1116.09,yes,"""price"":{""value"":1116.09}","2028-02 floor, 2028-02-04",https://www.royalcaribbean.com/itinerary/6-night-western-caribbean-cruise-from-galveston-on-liberty-LB06W326?sailDate=2028-02-04&packageCode=LB06W326&groupId=LB06GAL-739201255&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0012,6n-west-caribbean-belize-liberty-galveston,month_price_overrides,2028-02:i666|b966,2028-02:i778|b1116,n/a,,,yes,n/a,1 months re-derived from source,https://www.royalcaribbean.com/itinerary/6-night-western-caribbean-cruise-from-galveston-on-liberty-LB06W326?sailDate=2028-02-04&packageCode=LB06W326&groupId=LB06GAL-739201255&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0013,6n-west-caribbean-roatan-liberty-galveston,price_interior,742,854,+15.1%,854.11,854.11,yes,"""price"":{""value"":854.11}","2028-04 floor, 2028-04-15",https://www.royalcaribbean.com/itinerary/6-night-western-caribbean-cruise-from-galveston-on-liberty-LB06W327?sailDate=2028-04-15&packageCode=LB06W327&groupId=LB06GAL-1251154622&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0013,6n-west-caribbean-roatan-liberty-galveston,price_balcony,1042,1192,+14.4%,1192.11,1192.11,yes,"""price"":{""value"":1192.11}","2028-04 floor, 2028-04-15",https://www.royalcaribbean.com/itinerary/6-night-western-caribbean-cruise-from-galveston-on-liberty-LB06W327?sailDate=2028-04-15&packageCode=LB06W327&groupId=LB06GAL-1251154622&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0013,6n-west-caribbean-roatan-liberty-galveston,month_price_overrides,2027-12:i1045|b1418|2028-04:i742|b1042,2027-12:i1097|b1469|2028-04:i854|b1192,n/a,,,yes,n/a,2 months re-derived from source,https://www.royalcaribbean.com/itinerary/6-night-western-caribbean-cruise-from-galveston-on-liberty-LB06W327?sailDate=2028-04-15&packageCode=LB06W327&groupId=LB06GAL-1251154622&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0014,5n-west-caribbean-holiday-liberty-galveston,price_interior,776,913,+17.7%,913.11,913.11,yes,"""price"":{""value"":913.11}","2026-12 floor, 2026-12-21",https://www.royalcaribbean.com/itinerary/5-night-western-caribbean-holiday-from-galveston-on-liberty-LB05W651?sailDate=2026-12-21&packageCode=LB05W651&groupId=LB05GAL-1143185905&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0014,5n-west-caribbean-holiday-liberty-galveston,price_balcony,1036,1351,+30.4%,1350.61,1350.61,yes,"""price"":{""value"":1350.61}","2026-12 floor, 2026-12-21",https://www.royalcaribbean.com/itinerary/5-night-western-caribbean-holiday-from-galveston-on-liberty-LB05W651?sailDate=2026-12-21&packageCode=LB05W651&groupId=LB05GAL-1143185905&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0014,5n-west-caribbean-holiday-liberty-galveston,month_price_overrides,2026-12:i776|b1036,2026-12:i913|b1351,n/a,,,yes,n/a,1 months re-derived from source,https://www.royalcaribbean.com/itinerary/5-night-western-caribbean-holiday-from-galveston-on-liberty-LB05W651?sailDate=2026-12-21&packageCode=LB05W651&groupId=LB05GAL-1143185905&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0015,8n-cococay-caribbean-symphony-galveston,price_interior,820,951,+16.0%,950.7,950.7,yes,"""price"":{""value"":950.7}","2027-05 floor, 2027-05-08",https://www.royalcaribbean.com/itinerary/8-night-western-caribbean-perfect-day-from-galveston-on-symphony-SY08W062?sailDate=2026-09-26&packageCode=SY08W062&groupId=SY08GAL-3078699647&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0015,8n-cococay-caribbean-symphony-galveston,price_balcony,1132,1143,+1.0%,1142.7,1142.7,yes,"""price"":{""value"":1142.7}","2027-05 floor, 2027-05-08",https://www.royalcaribbean.com/itinerary/8-night-western-caribbean-perfect-day-from-galveston-on-symphony-SY08W062?sailDate=2026-09-26&packageCode=SY08W062&groupId=SY08GAL-3078699647&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0015,8n-cococay-caribbean-symphony-galveston,sail_months,2026-08;2026-09;2027-05;2027-06;2027-07,2027-05;2027-06;2027-07,n/a,,,yes,n/a,7 sailings in group SY08GAL-3078699647,https://www.royalcaribbean.com/itinerary/8-night-western-caribbean-perfect-day-from-galveston-on-symphony-SY08W062?sailDate=2026-09-26&packageCode=SY08W062&groupId=SY08GAL-3078699647&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,past/absent months purged
i0015,8n-cococay-caribbean-symphony-galveston,month_price_overrides,2026-08:i850|b1174|2026-09:i820|b1132|2027-05:i941|b1203|2027-06:i1464|b1513|2027-07:i1360|b1523,2027-05:i951|b1143|2027-06:i1451|b1593|2027-07:i1300|b1434,n/a,,,yes,n/a,3 months re-derived from source,https://www.royalcaribbean.com/itinerary/8-night-western-caribbean-perfect-day-from-galveston-on-symphony-SY08W062?sailDate=2026-09-26&packageCode=SY08W062&groupId=SY08GAL-3078699647&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0015,8n-cococay-caribbean-symphony-galveston,season_note,Late-summer 2026 and summer 2027 departures,Summer 2027 departures,n/a,,,yes,n/a,7 sailings in group SY08GAL-3078699647,https://www.royalcaribbean.com/itinerary/8-night-western-caribbean-perfect-day-from-galveston-on-symphony-SY08W062?sailDate=2026-09-26&packageCode=SY08W062&groupId=SY08GAL-3078699647&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,existing text named a departure window that no longer returns from source
i0016,9n-west-caribbean-liberty-galveston,price_interior,911,1011,+11.0%,1010.52,1010.52,yes,"""price"":{""value"":1010.52}","2027-08 floor, 2027-08-12",https://www.royalcaribbean.com/itinerary/9-night-western-caribbean-cruise-from-galveston-on-liberty-LB09W212?sailDate=2027-08-12&packageCode=LB09W212&groupId=LB09GAL-4006346939&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0016,9n-west-caribbean-liberty-galveston,price_balcony,1483,1683,+13.5%,1683.02,1683.02,yes,"""price"":{""value"":1683.02}","2027-08 floor, 2027-08-12",https://www.royalcaribbean.com/itinerary/9-night-western-caribbean-cruise-from-galveston-on-liberty-LB09W212?sailDate=2027-08-12&packageCode=LB09W212&groupId=LB09GAL-4006346939&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0016,9n-west-caribbean-liberty-galveston,month_price_overrides,2027-08:i911|b1483,2027-08:i1011|b1683,n/a,,,yes,n/a,1 months re-derived from source,https://www.royalcaribbean.com/itinerary/9-night-western-caribbean-cruise-from-galveston-on-liberty-LB09W212?sailDate=2027-08-12&packageCode=LB09W212&groupId=LB09GAL-4006346939&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:47Z,verified,
i0017,7n-west-caribbean-icon-galveston,price_interior,1246,1139,-8.6%,1138.56,1138.56,yes,"""price"":{""value"":1138.56}","2028-02 floor, 2028-02-20",https://www.royalcaribbean.com/itinerary/7-night-western-caribbean-from-galveston-on-icon-IC07W792?sailDate=2028-02-27&packageCode=IC07W792&groupId=IC07GAL-3851841632&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:38Z,verified,
i0017,7n-west-caribbean-icon-galveston,price_balcony,1399,1380,-1.4%,1379.7,1379.7,yes,"""price"":{""value"":1379.7}","2027-12 floor, 2027-12-05",https://www.royalcaribbean.com/itinerary/7-night-western-caribbean-from-galveston-on-icon-IC07W792?sailDate=2028-02-27&packageCode=IC07W792&groupId=IC07GAL-3851841632&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:38Z,verified,
i0017,7n-west-caribbean-icon-galveston,month_price_overrides,2027-11:i1399|b1549|2027-12:i1378|b1529|2028-01:i1246|b1399|2028-02:i1246|b1399|2028-03:i1396|b1549|2028-04:i1397|b1450,2027-11:i1199|b1400|2027-12:i1179|b1380|2028-01:i1212|b1450|2028-02:i1139|b1470|2028-03:i1438|b1680|2028-04:i1459|b1700,n/a,,,yes,n/a,6 months re-derived from source,https://www.royalcaribbean.com/itinerary/7-night-western-caribbean-from-galveston-on-icon-IC07W792?sailDate=2028-02-27&packageCode=IC07W792&groupId=IC07GAL-3851841632&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:55:38Z,verified,
i0018,10n-galveston-to-fort-lauderdale-symphony,price_interior,1319,999,-24.3%,999.13,999.13,yes,"""price"":{""value"":999.13}","2027-08 floor, 2027-08-08",https://www.royalcaribbean.com/itinerary/10-night-galveston-to-ft-lauderdale-from-galveston-on-symphony-SY10R043?sailDate=2027-08-08&packageCode=SY10R043&groupId=SY10GAL-4021308263&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0018,10n-galveston-to-fort-lauderdale-symphony,price_balcony,1465,1100,-24.9%,1099.63,1099.63,yes,"""price"":{""value"":1099.63}","2027-08 floor, 2027-08-08",https://www.royalcaribbean.com/itinerary/10-night-galveston-to-ft-lauderdale-from-galveston-on-symphony-SY10R043?sailDate=2027-08-08&packageCode=SY10R043&groupId=SY10GAL-4021308263&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
i0018,10n-galveston-to-fort-lauderdale-symphony,month_price_overrides,2027-08:i1319|b1465,2027-08:i999|b1100,n/a,,,yes,n/a,1 months re-derived from source,https://www.royalcaribbean.com/itinerary/10-night-galveston-to-ft-lauderdale-from-galveston-on-symphony-SY10R043?sailDate=2027-08-08&packageCode=SY10R043&groupId=SY10GAL-4021308263&country=USA,A 2026-09-15T07:55:22Z / B 2026-09-15T07:56:04Z,verified,
